Date,Actual_Close,Predicted_Close,Signal,Market_Return,Stop_Loss_Return,Protected_Return,Strategy_Return,Prediction_Change,Position_Size,Trade,Transaction_Cost,Net_Return,Portfolio_Value,Expected_Return,Optimized_Position,Optimized_Turnover,Optimized_Transaction_Cost,Optimized_Gross_Return,Optimized_Net_Return,Optimized_Portfolio_Value
2024-09-11,24952.2070318851,25105.73,1,-0.0021842549697821,-0.0021842549697821,-0.0021842549697821,-0.0021842549697821,0.006152680919917,0.5,0.0,0.0,-0.001092127484891,94918.08542146148,0.001892150354663,0.9999999331944396,2.5274354942261823e-08,2.5274354942261824e-11,-0.002184254823861723,-0.002184254849136078,99777.92745479225
2024-09-12,25222.09837024771,25130.023,-1,0.0108163313176157,0.0108163313176157,0.0108163313176157,0.0108163313176157,-0.0036505832661536,0.2,2.0,0.002,0.0001632662635231,94933.582342609,0.006152680919917,0.9999999230104645,1.0183975107658227e-08,1.0183975107658228e-11,0.010816330484871375,0.0108163304746874,100857.15849222268
2024-09-13,25305.163145578004,25265.652,-1,0.0032933332552647,0.0032933332552647,0.0032933332552647,-0.0032933332552647,-0.0015613867158533,0.2,0.0,0.0,-0.0006586666510529,94871.05275785494,-0.0036505832661536,0.7999999465194259,0.19999997649103862,0.00019999997649103863,0.0026346664280824067,0.002434666451591368,101102.71203240653
2024-09-16,25353.732492679737,25315.49,-1,0.0019193453455454,0.0019193453455454,0.0019193453455454,-0.0019193453455454,-0.0015083575047885,0.2,0.0,0.0,-0.000383869069109,94834.63469514735,-0.0015613867158533,0.6000014108739204,0.1999985356455054,0.0001999985356455054,0.0011516099152815325,0.000951611379636027,101198.92252368863
2024-09-17,25393.79239810876,25430.748,1,0.0015800397610328,0.0015800397610328,0.0015800397610328,-0.0015800397610328,0.0014553006227613,0.2,2.0,0.002,-0.0023160079522065,94614.9969270488,-0.0015083575047885,0.40000205397318417,0.19999935690073628,0.00019999935690073628,0.0006320191497724191,0.00043201979287168287,101242.64246123616
2024-09-18,25383.754526857792,25442.355,1,-0.0003952883875554,-0.0003952883875554,-0.0003952883875554,-0.0003952883875554,0.0023085817773806,0.2,0.0,0.0,-7.905767751108517e-05,94607.51688513404,0.0014553006227613,0.6000017783478734,0.19999972437468921,0.0001999997243746892,-0.00023717373549350337,-0.0004371734598681926,101198.38186494519
2024-09-19,25403.56020128431,25449.85,1,0.0007802499983033,0.0007802499983033,0.0007802499983033,0.0007802499983033,0.0018221776140397,0.2,0.0,0.0,0.0001560499996606,94622.28038811186,0.0023085817773806,0.8000015319400705,0.19999975359219713,0.00019999975359219713,0.0006242011939388773,0.0004242014403466802,101241.31036429305
2024-09-20,25642.97978094653,25446.295,-1,0.0094246466938172,0.0094246466938172,0.0094246466938172,0.0094246466938172,-0.0076701219057496,0.5,2.0,0.002,0.0027123233469086,94878.92660834629,0.0018221776140397,0.9999999626120917,0.19999843067202117,0.00019999843067202116,0.009424646341449374,0.009224647910777354,102175.22580642939
2024-09-23,25825.961722217253,25625.652,-1,0.0071357518835108,0.0071357518835108,0.0071357518835108,-0.0071357518835108,-0.0077561379658103,0.5,0.0,0.0,-0.0035678759417554,94540.41036872075,-0.0076701219057496,0.7999999793686933,0.1999999832433984,0.0001999999832433984,0.005708601359588754,0.005508601376345356,102738.06839593509
2024-09-24,25896.68870892052,25818.355,-1,0.0027386003070863,0.0027386003070863,0.0027386003070863,-0.0027386003070863,-0.003024854250711,0.2,0.0,0.0,-0.0005477200614172,94488.6286893472,-0.0077561379658103,0.6000000063155403,0.19999997305315298,0.000199999973053153,0.0016431602015475205,0.0014431602284943675,102886.33589019642
2024-09-25,25963.103680702112,25957.293,-1,0.0025646125081124,0.0025646125081124,0.0025646125081124,-0.0025646125081124,-0.0002238053190239,0.2,0.0,0.0,-0.0005129225016224,94440.163345545,-0.003024854250711,0.4000003496803869,0.1999996566351534,0.00019999965663515342,0.0010258459000396542,0.0008258462434045007,102971.30418418901
