Date,Actual_Close,Predicted_Close,Signal,Market_Return,Stop_Loss_Return,Protected_Return,Strategy_Return,Prediction_Change,Position_Size,Trade,Transaction_Cost,Net_Return,Portfolio_Value,Expected_Return,MV_Position,MV_Turnover,MV_Net_Return,MV_Portfolio_Value
2024-08-27,24984.963948849498,25140.357,1,0.0021277525256644,0.0021277525256644,0.0021277525256644,-0.0021277525256644,0.0062194626923869,0.5,2.0,0.002,-0.0030638762628322,96232.56263679152,-0.0025084316115028,0.0,0.0,0.0,100000.0
2024-08-28,25026.610577408635,25241.904,1,0.0016668676666653,0.0016668676666653,0.0016668676666653,0.0016668676666653,0.008602580118688,0.5,0.0,0.0,0.0008334338333326,96312.76611036134,0.0062194626923869,0.0,0.0,0.0,100000.0
2024-08-29,25104.07411786134,25154.23,1,0.0030952469657488,0.0030952469657488,0.0030952469657488,0.0030952469657488,0.001997918023313,0.2,0.0,0.0,0.0006190493931497,96372.38846977452,0.008602580118688,0.0,0.0,0.0,100000.0
2024-08-30,25185.547235039496,25138.773,-1,0.003245414142567,0.003245414142567,0.003245414142567,0.003245414142567,-0.0018571855756391,0.2,2.0,0.002,-0.0013509171714865,96242.19735533354,0.001997918023313,0.0,0.0,0.0,100000.0
2024-09-02,25243.11832709207,25257.018,1,0.002285878147308,0.002285878147308,0.002285878147308,-0.002285878147308,0.0005506321654806,0.2,2.0,0.002,-0.0024571756294616,96005.71337346618,-0.0018571855756391,0.0,0.0,0.0,100000.0
2024-09-03,25265.81950799328,25364.2,1,0.0008993017664085,0.0008993017664085,0.0008993017664085,0.0008993017664085,0.0038938175734056,0.2,0.0,0.0,0.0001798603532817,96022.9809949906,0.0005506321654806,4.9897497728672384e-08,4.9897497728672384e-08,-5.024589881913194e-12,99999.99999949755
2024-09-04,25224.33688790621,25475.77,1,-0.0016418474007521,-0.0016418474007521,-0.0016418474007521,-0.0016418474007521,0.0099678779747958,0.5,0.0,0.0,-0.000820923700376,95944.15345411104,0.0038938175734056,0.20000004656449755,0.19999999666699983,-0.0005283695532692191,99947.1630441709
2024-09-05,25175.36555659788,25483.469,1,-0.0019414318610615,-0.0019414318610615,-0.0019414318610615,-0.0019414318610615,0.0122382907493223,1.0,0.0,0.0,-0.0019414318610615,95757.88441771266,0.0099678779747958,0.40000004119110477,0.19999999462660722,-0.0009765728190209305,99849.5573614037
2024-09-06,24975.607598347204,25344.055,1,-0.0079346596895124,-0.0079346596895124,-0.0079346596895124,-0.0079346596895124,0.0147522898172526,1.0,0.0,0.0,-0.0079346596895124,94998.07819227043,0.0122382907493223,0.6000000327078283,0.19999999151672354,-0.004960796064749651,99354.22407017826
2024-09-09,24951.376211370905,25060.188,1,-0.0009702021014256,-0.0009702021014256,-0.0009702021014256,-0.0009702021014256,0.0043609533881944,0.2,0.0,0.0,-0.0001940404202851,94979.64472525174,0.0147522898172526,0.8000000329342764,0.20000000022644804,-0.0009761617133198322,99257.23828058435
2024-09-10,25006.828320923567,25054.145,1,0.0022224068557545,0.0022224068557545,0.0022224068557545,0.0022224068557545,0.001892150354663,0.2,0.0,0.0,0.0004444813711509,95021.86140797065,0.0043609533881944,1.0000000057540361,0.19999997281975979,0.0020224068957225495,99457.97680373339
2024-09-11,24952.2070318851,25105.73,1,-0.0021842549697821,-0.0021842549697821,-0.0021842549697821,-0.0021842549697821,0.006152680919917,0.5,0.0,0.0,-0.001092127484891,94918.08542146148,0.001892150354663,1.0000000011090786,4.644957529720273e-09,-0.0021842549768495683,99240.73522291244
2024-09-12,25222.09837024771,25130.023,-1,0.0108163313176157,0.0108163313176157,0.0108163313176157,0.0108163313176157,-0.0036505832661536,0.2,2.0,0.002,0.0001632662635231,94933.582342609,0.006152680919917,1.0000000003608778,7.482008346215707e-10,0.010816331320770874,100314.15589560036
